Número;Cliente (Completo);Serviço (2º Nível);Status;Esforço estimado;Tempo trabalhado;Andamento;Data da última ação;Tipo de faturamento;Responsável;Account Manager ;Aberto em;Resolvido em;Vencimento em;Assunto;Serviço (3º Nível)
1723;MUNDIAL FLORESTAL;M365;Fechado;20;03:06:00;;30/01/2025;Faturar no final do projeto;Luciano Seabra;Gustavo Moyses;31/10/2023;30/01/2025;20/12/2024;MUNDIAL FLORESTAL  / M365 + Sharepoint + Prime;Migração SharePoint server para SPO
1747;SOU.cloud;Azure;Fechado;0;00:00:00;;31/10/2023;PRIME;Eduardo Fernandes;Gilson Almeida;31/10/2023;31/10/2023;;CORENSA - DI CORPO, Visio Plan;Atualização/Upgrade de ambiente
1753;QUALIDADE EM SAUDE;Azure;Fechado;65;33:37:00;100%;19/01/2024;Descontar do PLUS no inicio do projeto;René Pretto de Braga ;Eder Rodrigues;31/10/2023;19/01/2024;19/01/2024;QUALIDADE EM SAÚDE , DEPLOY DE AMBIENTE AKS;Desenvolvimento e implementação de projeto AKS
1777;OPERADOR NACIONAL DO SISTEMA DE REGISTRO ELETRONICO DE IMOVEIS ( ONR );M365;Fechado;55;55:11:00;100%;10/05/2024;;Tadeu Trajano;Thiago Alcantara;01/11/2023;10/05/2024;31/05/2024;ONR MIGRAÇÃO DO SHAREPOINT;Desenvolvimento e implementação de projeto de migração para Sharepoint
1778;OPERADOR NACIONAL DO SISTEMA DE REGISTRO ELETRONICO DE IMOVEIS ( ONR );M365;Fechado;45;79:14:00;;22/03/2024;;Helen Machado;Thiago Alcantara;01/11/2023;22/03/2024;27/03/2024;ONR - Consumo Plus;Desenvolvimento e implementação de projeto Sharepoint
1834;ENFORCE GESTAO DE ATIVOS S.A.;Data e Power;Fechado;40;56:14:00;100%;29/12/2023;Faturar no inicio do projeto;Vitória Germann;Thiago Alcantara;06/11/2023;29/12/2023;29/12/2023;ENFORCE | Assessments Colaboracao;Consultoria técnica
1835;G2C ADMINISTRADORA;M365;Fechado;10;14:26:00;;01/12/2023;Faturar no final do projeto;Luciano Seabra;Gustavo Moyses;06/11/2023;01/12/2023;05/12/2023;G2C ADMINISTRADORA / MIGRAÇÃO M365;Migracao E-mails IMAP para M365
1893;EVERFLOW;Azure;Fechado;36;12:18:00;;24/11/2023;Faturar no inicio do projeto;René Pretto de Braga ;Gustavo Moyses;07/11/2023;24/11/2023;15/12/2023;EVERFLOW / AZURE;Migracao de tenant MOSP para CSP
1896;Novo Cliente Pre-vendas;M365;Fechado;;03:41:00;;09/11/2023;;Luciano Seabra;;07/11/2023;09/11/2023;;ADAPT, Migração 365;Migracao GSuite para M365
1954;Novo Cliente Pre-vendas;Azure;Fechado;;05:11:00;;28/11/2023;;Sting Rodrigues;;09/11/2023;28/11/2023;;STERILENO / DR no AZURE;Desenvolvimento e implementação de projeto Disaster Recovery
1959;Novo Cliente Pre-vendas;M365;Fechado;;04:24:00;;15/12/2023;;Helen Machado;;09/11/2023;15/12/2023;;GRUPO ENZO, POWER AUTOMATE;Desenvolvimento e implementação de projeto INTRANET
1990;Novo Cliente Pre-vendas;M365;Fechado;;00:51:00;;17/11/2023;;Luciano Seabra;;10/11/2023;17/11/2023;17/11/2023;RMS | AZURE - Azure File (Storage Account);Desenvolvimento e implementação de projeto de migração para Sharepoint
2013;ENFORCE GESTAO DE ATIVOS S.A.;Data e Power;Fechado;0;01:55:00;;05/12/2023;Faturar no inicio do projeto;Guilherme Custodio;Thiago Alcantara;13/11/2023;05/12/2023;;ENFORCE | Assessments Power (Atividades em shadow);Consultoria técnica
2035;Novo Cliente Pre-vendas;Azure;Fechado;;00:44:00;;14/11/2023;;Sting Rodrigues;;14/11/2023;14/11/2023;;BRANCO OLIVEIRA ADV / AD no Azure;Desenvolvimento e implementação de projeto de ADDS
2064;SELFECORP;M365;Fechado;60;93:56:00;5%;22/03/2024;PRIME;Luciano Seabra;Eder Rodrigues;16/11/2023;22/03/2024;22/03/2024;SELFECORP, MIGRAÇÃO M365 + AUTOMAÇÃO;Migracao E-mails IMAP para M365
2067;CAMPOS MELLO ADVOGADOS;M365;Fechado;10;11:34:00;100%;26/01/2024;;Tadeu Trajano;Thiago Alcantara;16/11/2023;26/01/2024;31/01/2024;Campos Mello / Use Import PST files / PLUS;Assessment de Segurança
2084;Novo Cliente Pre-vendas;M365;Fechado;;00:33:00;;22/11/2023;;Helen Machado;;17/11/2023;22/11/2023;;REGIS PONTES ADVOGADOS | Sharepoint;Desenvolvimento e implementação de projeto INTRANET
2184;JAMEF TRANSPORTES LTDA;Data e Power;Fechado;200;47:55:00;;05/04/2024;Faturar no final do projeto;Tadeu Trajano;Eder Rodrigues;22/11/2023;05/04/2024;05/04/2024;Projeto BI (Criacao da infraestrutura);Desenvolvimento e implementação de projeto Power BI
2194;Cerradinho;Data e Power;Fechado;170;43:29:00;50%;28/03/2024;Faturar no final do projeto;Guilherme Custodio;Mateus Silva;22/11/2023;28/03/2024;04/03/2024;CERRADINHO projetos de digitalização - App Entrada de terceiros;Desenvolvimento e implementação de projeto Power Automate
2216;Novo Cliente Pre-vendas;M365;Fechado;;00:34:00;;28/11/2023;;Vinicius Silva;;23/11/2023;28/11/2023;;DYNATECH, FAST TRACK SECURITY START ASSESSMENT;Assessment de Segurança
2290;IAUDIT;M365;Fechado;10;20:39:00;5%;24/01/2024;Descontar do PLUS no inicio do projeto;Luciano Seabra;Edison Sprandel;28/11/2023;24/01/2024;31/01/2024;IAUDIT, Melhorias Intune;Desenvolvimento e implementação de projeto INTUNE
2309;REGIS PONTES ADVOGADOS;M365;Fechado;40;68:55:00;;22/04/2024;;Luciano Seabra;Thiago Alcantara;28/11/2023;22/04/2024;22/04/2024;REGIS PONTES ADVOGADOS / Consumo - MIgração File Server para Sharepoint;Desenvolvimento e implementação de projeto de migração para Sharepoint
2310;REGIS PONTES ADVOGADOS;M365;Fechado;46;49:51:00;;07/06/2024;;Helen Machado;Thiago Alcantara;28/11/2023;07/06/2024;15/06/2024;REGIS PONTES ADVOGADOS | Consumo Sharepoint;Desenvolvimento e implementação de projeto INTRANET
2371;SOU.cloud;M365;Fechado;1;02:12:00;;30/11/2023;PRIME;Tadeu Trajano;Eduardo Fernandes;30/11/2023;30/11/2023;30/11/2023;Listar itens para catalogo de serviço do Intune;Desenvolvimento e implementação de projeto INTUNE
2374;Cerradinho;Data e Power;Fechado;170;63:47:00;75%;28/03/2024;Faturar no final do projeto;Guilherme Custodio;Mateus Silva;30/11/2023;28/03/2024;27/03/2024;CERRADINHO projetos de digitalização - App Entrada e saída de Materiais;Desenvolvimento e implementação de projeto Power Automate
2376;Novo Cliente Pre-vendas;M365;Fechado;;02:15:00;;11/12/2023;;Helen Machado;;30/11/2023;11/12/2023;;PAFIL, INTRANET SHAREPOINT ONLINE;Desenvolvimento e implementação de projeto INTRANET
2382;TradersClub;M365;Fechado;50;39:45:00;100%;09/05/2024;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Erika Okada;30/11/2023;09/05/2024;31/05/2024;TC, M365 F1;Desenvolvimento e implementação de projeto INTUNE
2634;Branco&Oliveira;M365;Fechado;16;33:22:00;50%;16/02/2024;Faturar no final do projeto;René Pretto de Braga ;Gustavo Moyses;13/12/2023;16/02/2024;16/02/2024;BRANCO OLIVEIRA ADV / AD no Azure;Desenvolvimento e implementação de projeto de Integração AD com AAD
2671;Cerradinho;M365;Fechado;6;21:42:00;100%;06/02/2024;Faturar no final do projeto;Tadeu Trajano;Mateus Silva;15/12/2023;06/02/2024;31/01/2024;CERRADINHO configuração ad local para habilitar sspr;Desenvolvimento e implementação de projeto de Integração AD com AAD
2687;UNIÃO SUPRIMENTOS MILITARES;M365;Fechado;64;44:55:00;;22/04/2024;Faturar no inicio do projeto;Helen Machado;Cleber Bastos;18/12/2023;22/04/2024;;R.BRANDS, Projeto Sharepoint;Desenvolvimento e implementação de projeto INTRANET
2688;BIOTRIGO;M365;Fechado;83;49:20:00;100%;06/02/2024;PRIME;Tadeu Trajano;Edison Sprandel;18/12/2023;06/02/2024;09/02/2024;BIOTRIGO, Migração GDM;Migracao de tenant para tenant
2759;COOPERAUTO;Azure;Fechado;;00:24:00;;27/12/2023;;Deivid Soares;;21/12/2023;27/12/2023;;Azure - Nos - Urgente Azure - Nos - Urgente;Desenvolvimento e implementação de projeto AKS
2776;COMERCIAL ZAFFARI (GAUCHINHO);M365;Fechado;20;39:58:00;;24/01/2024;Descontar do PLUS no inicio do projeto;Luciano Seabra;Eder Rodrigues;21/12/2023;24/01/2024;;COMERCIAL ZAFFARI, PROJETO DE INICIALIZAÇÃO M365;Desenvolvimento e implementação de projeto de migração para Sharepoint
2785;BMG SEGUROS;Azure;Fechado;1;06:00:00;50%;22/12/2023;Faturar no final do projeto;CDB Data Solutions;Edison Sprandel;22/12/2023;22/12/2023;;IMPLANTAÇÃO AMBIENTE DR;Desenvolvimento e implementação de projeto Disaster Recovery
2786;Nosso Lar;M365;Fechado;110;15:42:00;100%;19/01/2024;PRIME;Tadeu Trajano;Thiago Alcantara;22/12/2023;19/01/2024;19/01/2024;INSTITUICAO / O365;Migracao GSuite para M365
2911;FRUTAS VASSOLER;M365;Fechado;34;33:16:00;;21/02/2024;PRIME;Luciano Seabra;Eder Rodrigues;04/01/2024;21/02/2024;;FRUTAS VASSOLER, MIGRAÇÃO DE E-MAILS LOCAWEB PARA M365;Migracao E-mails IMAP para M365
2919;PHARLAB INDUSTRIA FARMACEUTICA S.A;M365;Fechado;220;273:54:00;100%;09/10/2024;Faturar no inicio do projeto;Tadeu Trajano;Fabio Barbosa;05/01/2024;09/10/2024;31/10/2024;PHARLAB, ESCOPO M365;Desenvolvimento e implementação de projeto INTUNE
2928;POLINUTRI ALIMENTOS;M365;Fechado;30;60:14:00;;28/02/2024;PRIME;Luciano Seabra;Eder Rodrigues;05/01/2024;28/02/2024;29/02/2024;POLINUTRI, M365 (MIGRAÇÃO DE GWORKSPACE);Migracao GSuite para M365
3088;COMERCIAL ZAFFARI (GAUCHINHO);Azure;Fechado;44;108:46:00;75%;23/09/2024;PRIME;René Pretto de Braga ;Eder Rodrigues;12/01/2024;23/09/2024;16/08/2024;COMERCIAL ZAFFARI,MIGRAÇÃO DE WORKLOADS ON-PREM PARA AZURE;Desenvolvimento e implementação de projeto AKS
9283;SISCOM;M365;Fechado;20;15:54:00;100%;08/05/2025;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Erika Okada;12/12/2024;08/05/2025;04/04/2025;SISCOM, ADFS;Desenvolvimento e implementação de projeto de Gerenciamento de Identidade
9348;YOSEN;M365;Fechado;2;00:02:00;100%;17/12/2024;Faturado em outro projeto.;Eduardo Kochhann;Mateus Silva;17/12/2024;17/12/2024;16/12/2024;YOSEN migração 365 - PCN 86878 - FASE DE PLANEJAMENTO;Migracao GSuite para M365
9361;VITECH MEDICAL;M365;Fechado;30;04:34:00;75%;06/01/2025;PRIME;Luciano Seabra;Thiago Alcantara;17/12/2024;06/01/2025;27/01/2025;VITECH, 365;Desenvolvimento e implementação de projeto de migração para Sharepoint
9417;ASA Investments;M365;Fechado;50;20:25:00;75%;12/02/2025;Faturar no inicio do projeto;Luciano Seabra;Erika Okada;19/12/2024;12/02/2025;07/02/2025;ASA, Pool de horas;Assessment de Segurança
9423;USAFLEX FRANQUIAS;M365;Fechado;10;03:00:00;100%;06/01/2025;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Edison Sprandel;20/12/2024;21/01/2025;;USAFLEX, FAST Track Advanced Security;Assessment de Segurança
9447;CAMPOS MELLO ADVOGADOS;M365;Fechado;50;39:53:00;100%;21/03/2025;Faturado em outro projeto.;Tadeu Trajano;Thiago Alcantara;23/12/2024;21/03/2025;15/01/2025;Microsoft 365 Security - Incentivo MS ;Engajamento - Threat protection engagement
9472;JEM SYSTEM;M365;Fechado;0;00:09:00;;17/02/2025;Descontar do PLUS no inicio do projeto;Luciano Seabra;Juliana Santos;27/12/2024;17/02/2025;;JEMSystem, 300 M365 STD;Migracao de tenant para tenant
9476;MERCUR;Azure;Fechado;60;02:35:00;100%;14/02/2025;Descontar do PLUS no inicio do projeto;Mateus Augusto;Eder Rodrigues;27/12/2024;14/02/2025;31/01/2025;MERCUR, INFRA AZURE PARA PROJETO DE BI;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
9486;PAYCON - PAYROLL;M365;Fechado;70;33:05:00;100%;15/03/2025;Faturar no inicio do projeto;Luciano Seabra;Keila Sayuri;30/12/2024;15/03/2025;21/02/2025;MICROSOFT 365 E SERVIÇO  - PAYCON AUTOMAÇÃO;Desenvolvimento e implementação de projeto DLP e AIP (MIP)
9488;PAYCON - PAYROLL;M365;Fechado;70;00:00:00;;08/01/2025;Faturado em outro projeto.;Eduardo Fernandes;Keila Sayuri;30/12/2024;08/01/2025;;PAYCON ASSESSORIA - AD NUVEM;Desenvolvimento e implementação de projeto DLP e AIP (MIP)
3219;STELLA - ULTRA FILIAL;M365;Bloqueado;208;240:26:00;75%;16/06/2025;Faturar no inicio do projeto;Luciano Seabra;Edison Sprandel;19/01/2024;;30/05/2025;STELLA, Migração Tenant M365;Migracao de tenant para tenant
9336;SOU.cloud;SOU.cloud ;Fechado;;25:02:00;;15/03/2025;;Tadeu Trajano;;16/12/2024;15/03/2025;22/01/2025;Projeto - PIM;Demandas Internas
5472;Via Certa;Azure;Fechado;32;13:13:00;;25/10/2024;Descontar do PLUS no inicio do projeto;René Pretto de Braga ;Erika Okada;20/05/2024;25/10/2024;;VIA CERTA- MIGRAÇÃO DR AWS > AZURE ( Serviços);Migracao Workload AWS para Azure
5481;PHARLAB INDUSTRIA FARMACEUTICA S.A;Azure;Fechado;20;398:10:00;75%;20/02/2025;Faturar no inicio do projeto;René Pretto de Braga ;Cleber Bastos;20/05/2024;20/02/2025;16/01/2025;PHARLAB, AZURE;Migracao Workload On Premises para Azure
5495;Via Certa;Azure;Fechado;32;00:00:00;;09/07/2024;Faturado em outro projeto.;Eduardo Fernandes;Erika Okada;21/05/2024;09/07/2024;;VIA CERTA-  DR AWS > AZURE ( Upgrade consumo);Migracao Workload AWS para Azure
5504;VIRALCOOL - ACUCAR E ALCOOL LTDA.;M365;Fechado;20;15:52:00;100%;01/10/2024;Faturar no inicio do projeto;Tadeu Trajano;Gustavo Moyses;21/05/2024;01/10/2024;31/10/2024;VIRALCOOL SERTAOZINHO  / SHAREPOINT;Desenvolvimento e implementação de projeto de migração para Sharepoint
1347;Novo Cliente Pre-vendas;Azure;Fechado;;10:22:00;;15/10/2023;;Deivid Soares;;11/10/2023;15/10/2023;;II-BRASIL , POC DE SEGURANÇA NO AZURE;Configuracao de Landing Zone
1384;Vila Plan;M365;Fechado;4;04:01:00;;17/10/2023;Faturar no inicio do projeto;Luciano Seabra;Mateus Silva;13/10/2023;17/10/2023;20/10/2023;Serviço de Implementação completo| Avulso. ;Criação de ambiente M365
1433;Novo Cliente Pre-vendas;Azure;Fechado;;03:56:00;;26/10/2023;;Deivid Soares;;17/10/2023;26/10/2023;;GIR, MIGRAÇÃO E MODERNIZAÇÃO DE APP ON PREMISES;Desenvolvimento e implementação de projeto App Services
1476;SO 5 ACADEMY LTDA;M365;Fechado;110;65:58:00;50%;03/04/2024;PRIME;Luciano Seabra;Thiago Alcantara;18/10/2023;03/04/2024;04/04/2024;Migração GSuite para 365;Migracao GSuite para M365
